Date,USD,EUR,JPY,GBP,AUD,CAD,NZD,SEK,NOK,VIX,USDi,NZDi,GBPi,NOKi,JPYi,CADi,AUDi,CHFi,SEKi,EURi
2020-03-31,0.9627,1.06051032,0.0089528503673393,1.19894658,0.59100153,0.681654039510019,0.57367293,0.0971002067678652,0.0925148233213849,53.54,1.35,0.71,0.53,1.39,0.006,1.268552,0.53,-0.67,-0.1529,-0.4166
2020-04-30,0.9669,1.05720846,0.0090415186085655,1.21848738,0.63070887,0.6950614621522536,0.5946435,0.0989145891090628,0.094282956130001,34.15,,0.39,0.65,0.76,-0.039,0.4828462,0.17,-0.67,-0.1704,-0.254
2020-05-31,0.9618,1.06827126,0.0089245615662986,1.1849376,0.63882756,0.696502281121008,0.59506566,0.1020499108734402,0.0988428257250323,27.51,0.17,0.26,0.33,0.3,-0.042,0.3459205,0.1,-0.705,-0.1393,-0.272
2020-06-30,0.9467,1.06380679,0.0087844483622529,1.1709732300000002,0.65256031,0.6953871015131482,0.61024282,0.1017180432143202,0.0980254097766548,30.43,0.2,0.28,0.19,0.34,-0.042,0.3055641,0.1,-0.70917,-0.08471,-0.376
2020-07-31,0.9113,1.07733886,0.0086150501039894,1.19681029,0.65239967,0.6808876270173341,0.60546772,0.1041640472298741,0.1002651586000506,24.46,0.18,0.3,0.1,0.32,-0.065,0.2829986,0.1,-0.7,-0.08452,-0.4441
2020-08-31,0.9012,1.076934,0.0085147392290249,1.205355,0.66580656,0.6914224336351082,0.60858036,0.1044881679787591,0.1035350344082809,26.41,0.15,0.29,0.07,0.25,-0.065,0.25565,0.1,-0.73,-0.1192,-0.4797
2020-09-30,0.9188,1.0771092399999995,0.0087024057586664,1.18718148,0.6578607999999999,0.6896344667117015,0.60714304,0.102513751436509,0.0980932248628104,26.37,0.13,0.3,0.06,0.27,-0.055,0.2514162,0.09,-0.7,-0.1307,-0.4914
2020-10-31,0.9165,1.06744755,0.008766979146738,1.18530945,0.64365795,0.6874437443744374,0.6058065,0.1029671156849307,0.0958511561751571,38.02,0.12,0.27,0.05,0.33,-0.055,0.2452181,0.07,-0.72,-0.1285,-0.5091
2020-11-30,0.906,1.0824888,0.0086798237210193,1.2084228,0.6660006,0.6978893853027268,0.6357402,0.1058708048985696,0.102048861806017,20.57,0.16,0.27,0.04,0.36,-0.055,0.237422,0.02,-0.7,-0.1245,-0.5209
2020-12-31,0.8841,1.0812543,0.0085676906677003,1.20785742,0.6815526900000001,0.6932486473770877,0.63602154,0.1076923076923076,0.1030936250102032,22.75,0.17,0.26,0.03,0.49,-0.055,0.235101,0.02,-0.72,-0.1826,-0.5381
2021-01-31,0.8905,1.08062175,0.0085101299694189,1.22203315,0.68221205,0.6970100187852222,0.64116,0.1068296603764531,0.1042081119666721,33.09,0.14,0.28,0.03,0.48,-0.055,0.1978955,0.01,-0.739,-0.1504,-0.5472
2021-02-28,0.9092,1.09949556,0.0085258814703675,1.26806124,0.7019024,0.7160182705937943,0.65907908,0.1079668926862286,0.1050928173474813,27.95,0.11,0.28,0.05,0.45,-0.055,0.1783747,0.01,-0.73,-0.1313,-0.5411
2021-03-31,0.9418,1.10595574,0.0085146008498327,1.2992131,0.71699234,0.7491846312942486,0.6582240199999999,0.1080231691231289,0.1103766729953355,19.4,0.1,0.33,0.08,0.38,-0.065,0.1873117,0.03,-0.73,-0.1597,-0.5391
2021-04-30,0.9127,1.0979781,0.0083481203695234,1.26299426,0.7042393199999999,0.7425758685216824,0.6543146299999999,0.1080079997159864,0.1099227999181028,18.61,0.11,0.34,0.09,0.3,-0.065,0.1818125,0.04,-0.73,-0.1467,-0.5382
2021-05-31,0.8995,1.0968503,0.0081899298916507,1.2762106,0.6931546999999999,0.7441879705468685,0.6523173999999999,0.1083486912634457,0.1077632682400862,16.76,0.1,0.35,0.08,0.24,-0.065,0.182691,0.04,-0.73,-0.1519,-0.5401
2021-06-30,0.9253,1.09629544,0.0083322827555155,1.27746918,0.6936048800000001,0.7459690422444373,0.64567434,0.108084430375311,0.1074007010701766,15.83,0.09,0.33,0.08,0.2,-0.072,0.1855759,0.03,-0.73,-0.1588,-0.5429
2021-07-31,0.9061,1.07499704,0.0082597994530537,1.26065693,0.6660741099999999,0.7268570511792075,0.63263902,0.1054683862557035,0.1026695673850477,18.24,0.1,0.4,0.08,0.32,-0.072,0.2037867,0.02,-0.725,-0.1551,-0.5448
2021-08-31,0.9161,1.080998,0.0083243980009086,1.25936267,0.6693942700000001,0.7253939345949799,0.6451176200000001,0.1061222125687807,0.1053557669085598,16.48,0.1,0.54,0.07,0.42,-0.072,0.21185,0.01,-0.88,-0.1621,-0.5476
2021-09-30,0.9339,1.08117603,0.0083757847533632,1.2579633,0.67502292,0.7369210131776216,0.64429761,0.1066083720505473,0.1068511018054506,23.14,0.1,0.57,0.07,0.67,-0.072,0.2215805,0.01,-0.76,-0.1708,-0.545
2021-10-31,0.9165,1.0587408,0.0080373585898447,1.2543219,0.6882915,0.7392917641364846,0.6560307,0.1066565809379727,0.108403808622627,16.26,0.11,0.7,0.16,0.74,-0.072,0.2301405,0.04,-0.72,-0.2134,-0.5498
2021-11-30,0.9217,1.04032279,0.0081407878466702,1.22143684,0.6533009599999999,0.7194036840462067,0.62629515,0.1015513100196117,0.1011534367146259,27.19,0.14,0.83,0.13,0.83,-0.072,0.2593452,0.04,-0.68,-0.3471,-0.5674
2021-12-31,0.9146,1.03514428,0.0079413041590692,1.23471,0.6639995999999999,0.7158174845425374,0.6254949399999999,0.1010630069172799,0.1038421363368,17.22,0.17,0.91,0.16,1.02,-0.049,0.2705824,0.06,-0.718,-0.3847,-0.582
2022-01-31,0.9303,1.04305236,0.0080741190765492,1.25023017,0.65716392,0.7328659209075153,0.61204437,0.099666813083211,0.1044494593957357,24.83,0.22,1.03,0.53,1.1,-0.049,0.4571955,0.07,-0.72,-0.1602,-0.5601
2022-02-28,0.9179,1.03025096,0.007974111719225,1.2317300100000002,0.66648719,0.7249249723582373,0.62178546,0.0971518083000815,0.1041399575679876,30.15,0.38,1.21,0.81,1.17,-0.049,0.6209837,0.07,-0.55,-0.1435,-0.5315
2022-03-31,0.9211,1.02177623,0.007584815546772,1.21143072,0.69073289,0.7379426373978529,0.63979606,0.098546042003231,0.1051640083574046,20.56,0.73,1.49,0.99,1.32,-0.049,0.8757348,0.17,-0.695,-0.2249,-0.4954
2022-04-30,0.9723,1.02451251,0.0074884473197781,1.22169495,0.69043023,0.7594907045774099,0.62966148,0.0992031506667619,0.1042122186495176,33.4,0.91,1.81,1.13,1.27,-0.049,1.34664,0.41,-0.685,-0.09853,-0.4479
2022-05-31,0.957,1.0269567,0.00744573251381,1.2081168,0.6878915999999999,0.7571801566579635,0.623964,0.0980121055704058,0.1022359438930849,26.19,1.33,2.22,1.31,1.24,-0.049,1.781894,1.0,-0.69,0.3131,-0.3857
2022-06-30,0.955,0.9997895,0.0070381015550151,1.161471,0.6594274999999999,0.7419780902804755,0.5963975,0.09326171875,0.0968353596090082,28.71,1.87,2.68,1.57,1.68,0.005,2.247345,1.6,-0.4,0.5147,-0.2392
2022-07-31,0.9513,0.97051626,0.0071392120075046,1.15896879,0.6644830500000001,0.7431450667916569,0.59732127,0.0933828076685219,0.0983479447522951,21.33,2.5,3.03,1.84,2.24,-0.031,3.030118,2.07,-0.11,0.7801,0.0366
2022-08-31,0.9748,0.9811362,0.007028624990987,1.13534956,0.66929768,0.7446337178214041,0.59813728,0.091717396008769,0.0984338237521584,25.87,2.76,3.31,2.23,2.6,-0.02,3.382213,2.31,0.06,1.1317,0.3947
2022-09-30,0.9845,0.96313635,0.0068032616958054,1.0961423,0.63372265,0.7158958696916813,0.5554549000000001,0.0884943820224719,0.0905545488828999,31.62,3.21,3.64,2.91,2.94,-0.016,3.791927,2.76,0.45,1.5096,1.0109
2022-10-31,1.0006,0.9890931,0.0067321536701877,1.1521909,0.6397836399999999,0.733631497910404,0.5813485999999999,0.0905831869783273,0.0962541123958674,25.88,3.85,4.0,3.39,3.33,-0.016,4.230834,2.95,0.54,1.6029,1.4277
2022-11-30,0.9486,0.97923978,0.0068092742803818,1.13471532,0.6371746199999999,0.7006943418525632,0.59135724,0.0893380171593788,0.0954325955734406,20.58,4.46,4.24,3.52,3.51,-0.016,4.378058,3.06,0.54,1.6791,1.8252
2022-12-31,0.9241,0.98860218,0.0070108489492451,1.11603557,0.62885005,0.6828997930830624,0.58606422,0.0887133161173884,0.0939221465596097,21.67,4.51,4.53,3.78,3.26,-0.015,4.553019,3.17,0.74,2.0206,2.0635
2023-01-31,0.9186,0.99741588,0.0070569255588845,1.13208264,0.647613,0.6889672241806045,0.5939667599999999,0.0877732762574529,0.091824188566459,19.4,4.61,4.81,4.01,3.27,-0.006,4.762475,3.32,0.99,2.657,2.3449
2023-02-28,0.9376,0.99404352,0.0068895583804835,1.13383968,0.63231744,0.6886016451233843,0.58074944,0.0898549057941847,0.0906603235382279,20.7,4.74,5.01,4.21,3.25,0.001,4.688829,3.46,1.0,3.0353,2.6403
2023-03-31,0.9129,0.99250488,0.006876836158192,1.12916601,0.61200816,0.6749722735674677,0.57247959,0.0882344412978552,0.0874048542294987,18.7,4.91,5.15,4.33,3.69,-0.008,4.776983,3.64,1.36,3.2489,2.9106
2023-04-30,0.8911,0.9837744,0.0065526876976248,1.12118202,0.58964087,0.6575413223140496,0.55132357,0.0869705250829592,0.0837185268695979,15.78,5.03,5.49,4.52,3.74,-0.001,4.799086,3.66,1.45,3.4136,3.167
2023-05-31,0.9129,0.97260366,0.0065309772499642,1.13163084,0.59092017,0.6718428024727702,0.5472835500000001,0.0838130388079433,0.0817388189998657,17.94,5.15,5.67,4.73,3.94,-0.019,4.78852,3.9,1.45,3.5012,3.3664
2023-06-30,0.8947,0.9770124,0.0061929812417803,1.13707423,0.59613861,0.6761638452237002,0.54871951,0.0829793548626439,0.083532509243007,13.59,5.22,5.68,5.09,4.37,-0.003,5.021803,4.25,1.45,3.5381,3.5359
2023-07-31,0.8688,0.9574176,0.0061105640737093,1.11701616,0.5847024000000001,0.6601823708206687,0.5403936,0.0827515263503795,0.0859236695578214,13.63,5.35,5.67,5.49,4.68,-0.003,5.219326,4.3,1.72,3.7087,3.6718
2023-08-31,0.8837,0.95784243,0.0060660351455244,1.11938279,0.57157716,0.6527069946081689,0.52562476,0.0806862485505327,0.0828520532533283,13.57,5.44,5.64,5.53,4.72,-0.003,5.227468,4.15,1.77,3.7936,3.7803
2023-09-30,0.9141,0.96748344,0.0061172455330254,1.11648174,0.58968591,0.6753601773180643,0.54964833,0.0839116545494602,0.0857593185037855,17.52,5.49,5.68,5.52,4.72,0.024,5.2275,4.13,1.77,3.8267,3.88
2023-10-31,0.91,0.961688,0.0060081869800607,1.104285,0.5762120000000001,0.6557140798385935,0.5292560000000001,0.081425209602806,0.0814492597962873,18.14,5.46,5.68,5.4,4.72,-0.012,5.320693,4.21,1.77,3.9563,3.97
